20000,4
1,2.41335e-05
2,1.37016e-05
3,8.05216e-06
4,1.67656e-05
5,8.54682e-06
6,1.70278e-05
7,1.45599e-05
8,1.2285e-05
9,2.09356e-05
10,1.15003e-05
11,2.67207e-05
12,1.29561e-05
13,1.97796e-05
14,1.57804e-05
15,2.231e-05
16,4.25886e-05
17,2.7891e-05
18,1.35744e-05
19,5.42762e-05
20,2.68677e-05
21,1.96945e-05
22,1.29238e-05
23,2.29089e-05
24,2.11831e-05
25,2.19548e-05
26,5.55489e-06
27,6.89016e-06
28,2.32513e-05
29,6.43478e-05
30,1.06127e-05
31,2.79763e-05
32,3.90115e-05
33,2.34903e-05
34,1.99288e-05
35,1.62712e-05
36,6.20869e-05
37,3.9775e-05
38,5.83027e-05
39,5.86608e-05
40,4.06762e-05
41,2.11276e-05
42,3.1258e-05
43,5.69784e-05
44,2.86125e-05
45,5.94787e-05
46,9.20681e-05
47,3.55915e-05
48,4.75244e-05
49,0.000222683
50,0.000166559
51,0.000295362
52,0.000103198
53,0.000168517
54,0.000163933
55,0.000335999
56,7.56215e-05
57,0.000100724
58,0.000417039
59,0.000146411
60,3.37825e-05
61,0.00132107
62,0.00152471
63,0.00161859
64,0.000506108
65,0.000250949
66,0.00024392
67,0.00147042
68,0.00185384
69,0.00240032
70,0.00196244
71,0.000428476
72,0.000940544
73,0.000362341
74,0.000121456
75,0.00066546
76,0.000217584
77,0.000524572
78,0.000287215
79,0.000393093
80,0.000380734
81,0.000588729
82,0.000972064
83,0.00201338
84,0.000435404
85,0.0010675
86,0.000431157
87,0.000544822
88,0.000245895
89,0.000358601
90,0.000203043
91,0.000879137
92,0.00354047
93,0.00180777
94,0.00143454
95,0.000346802
96,0.00138956
97,0.000315285
98,0.000527642
99,0.000408161
100,0.00028663
101,0.000878794
102,0.00159009
103,0.00185559
104,0.00436107
105,0.00213478
106,0.00030496
107,0.000198435
108,0.000495461
109,0.00247176
110,0.00292631
111,0.00615598
112,0.000665264
113,0.000855693
114,0.000698735
115,0.000556857
116,0.00075529
117,0.000473802
118,0.000534785
119,0.000431312
120,0.000990923
121,0.000244211
122,0.000458112
123,0.00160708
124,0.00502511
125,0.00768507
126,0.00104219
127,0.000684153
128,0.0017219
129,0.000446198
130,0.000417987
131,0.000451853
132,0.000194412
133,0.000132136
134,8.9672e-05
135,0.000275213
136,0.000705707
137,0.00237626
138,0.00240919
139,0.0152269
140,0.00184458
