Frequency,Amplitude
2295,0.00115676
2295.5,0.00347925
2296,0.000687296
2296.5,0.000319131
2297,0.00222094
2297.5,0.00257906
2298,0.000646923
2298.5,0.00175485
2299,0.00125325
2299.5,0.00156408
2300,0.000900678
2300.5,0.0023522
2301,0.000467323
2301.5,0.00153825
2302,0.000531014
2302.5,0.000697893
2303,0.00200871
2303.5,0.00155228
2304,0.00082679
2304.5,0.00109116
2305,0.00320102
2305.5,0.00179309
2306,0.00105033
2306.5,0.00111274
2307,0.0013366
2307.5,0.000984224
2308,0.00236989
2308.5,0.00180094
2309,0.000738187
2309.5,0.00120161
2310,0.00193568
2310.5,0.000907849
2311,0.00166063
2311.5,0.00090065
2312,0.00220743
2312.5,0.000411604
2313,0.00115636
2313.5,0.00150708
2314,0.000789408
2314.5,0.000850739
2315,0.00198338
2315.5,0.00162222
2316,0.00148186
2316.5,0.00107583
2317,0.000520683
2317.5,0.00186343
2318,0.00193446
2318.5,0.00142819
2319,0.00137154
2319.5,0.00158357
2320,0.00156109
2320.5,0.0010557
2321,0.00159015
2321.5,0.00107254
2322,0.00154816
2322.5,0.000588417
2323,0.00201995
2323.5,0.000738592
2324,0.00112554
2324.5,0.000532081
2325,0.00144948
2325.5,0.00285872
2326,0.00217759
2326.5,0.00197131
2327,0.00206774
2327.5,0.00114874
2328,0.00150389
2328.5,0.000911309
2329,0.00222023
2329.5,0.00199344
2330,0.000555025
2330.5,0.00165507
2331,0.00109876
2331.5,0.00165937
2332,0.00215788
2332.5,0.0014886
2333,0.0014171
2333.5,0.00187774
2334,0.00141824
2334.5,0.000515896
2335,0.00100646
2335.5,0.00145058
2336,0.00070741
2336.5,0.000170758
2337,0.00122774
2337.5,0.000582964
2338,0.00154909
2338.5,0.00113803
2339,0.00188682
2339.5,0.000823235
2340,0.00103225
2340.5,0.00165286
2341,0.000317416
2341.5,0.000964328
2342,0.000965598
2342.5,0.00135992
2343,8.64077e-05
2343.5,0.00150824
2344,0.00078576
2344.5,0.00113174
2345,0.000538221
2345.5,2.46465e-05
2346,0.000161455
2346.5,0.00176309
2347,0.00203901
2347.5,0.00155723
2348,0.00177589
2348.5,0.00400504
2349,0.00120341
2349.5,0.00213308
2350,0.000632827
2350.5,0.00146083
2351,0.00130255
2351.5,0.00127297
2352,0.000940407
2352.5,0.00139325
2353,0.00123467
2353.5,0.00150219
2354,0.00149498
2354.5,0.000435618
2355,0.0019319
2355.5,0.0026004
2356,0.00116694
2356.5,0.000733109
2357,0.00173979
2357.5,0.00256368
2358,0.00213211
2358.5,0.00270256
2359,0.00276737
2359.5,0.00249461
2360,0.00198829
2360.5,0.00181842
2361,0.00215512
2361.5,0.00146079
2362,0.00133686
2362.5,0.00165639
2363,0.000162788
2363.5,0.00194741
2364,0.000943809
2364.5,9.87179e-05
2365,7.55425e-05
2365.5,0.00197705
2366,0.00108719
2366.5,0.000889393
2367,0.00147446
2367.5,0.0014499
2368,0.00224457
2368.5,0.000786532
2369,0.00137884
2369.5,0.00237869
2370,0.000968991
2370.5,0.000876314
2371,0.00276312
2371.5,0.00139852
2372,0.0012659
2372.5,0.000211355
2373,0.0010106
2373.5,0.00165713
2374,0.00210521
2374.5,0.000600333
2375,0.00215609
2375.5,0.00176506
2376,0.000331425
2376.5,0.00201747
2377,0.000853127
2377.5,0.00140422
2378,0.00116304
2378.5,0.00232986
2379,0.00286519
2379.5,0.00258831
2380,0.00107563
2380.5,0.0018211
2381,0.00135252
2381.5,0.00249323
2382,0.000964553
2382.5,0.00249987
2383,0.000877616
2383.5,0.00208357
2384,0.00283611
2384.5,0.00050987
2385,0.000895372
2385.5,0.00102547
2386,0.00125291
2386.5,0.00270136
2387,0.000887035
2387.5,0.000613504
2388,0.0027749
2388.5,0.00275734
2389,0.00206952
2389.5,0.000897347
2390,0.00472448
2390.5,0.00158998
2391,0.00277386
2391.5,0.00148684
2392,0.00230637
2392.5,0.000397871
2393,0.000782612
2393.5,0.000877814
2394,0.000863601
2394.5,0.00054626
2395,0.0011556
2395.5,0.000590071
2396,0.00269876
2396.5,0.00203923
2397,0.00110583
2397.5,0.00260109
2398,0.00182351
2398.5,0.00095876
2399,0.00106858
2399.5,0.00249589
2400,0.0046036
2400.5,0.000936621
2401,0.00443101
2401.5,0.00244176
2402,0.00341427
2402.5,0.00109059
2403,0.00286234
2403.5,0.00267295
2404,0.00302518
2404.5,0.000733176
2405,0.00332871
2405.5,0.00279534
2406,0.00318519
2406.5,0.00168998
2407,0.0024586
2407.5,0.0026929
2408,0.00276033
2408.5,0.0038489
2409,0.00214591
2409.5,0.00289709
2410,0.00202145
2410.5,0.00134275
2411,0.00261968
2411.5,0.000686912
2412,0.0043665
2412.5,0.00129177
2413,0.00143178
2413.5,0.00412179
2414,0.00224401
2414.5,0.000897508
2415,0.00366497
2415.5,0.00200167
2416,0.00261247
2416.5,0.00175045
2417,0.0032616
2417.5,0.0013078
2418,0.000825856
2418.5,0.00279633
2419,0.00433013
2419.5,0.00199601
2420,0.00234587
2420.5,0.00128153
2421,0.00437262
2421.5,0.00262103
2422,0.00061157
2422.5,0.00127633
2423,0.00170358
2423.5,0.00145505
2424,0.00114358
2424.5,0.00417066
2425,0.000969254
2425.5,0.00589074
2426,0.00251341
2426.5,0.00352141
2427,0.00572587
2427.5,0.00578882
2428,0.000807165
2428.5,0.00450247
2429,0.00534322
2429.5,0.00307012
2430,0.00265705
2430.5,0.00283178
2431,0.00359896
2431.5,0.0019067
2432,0.00237825
2432.5,0.00281328
2433,0.00148133
2433.5,0.0022987
2434,0.00398059
2434.5,0.00348881
2435,0.000389447
2435.5,0.00403998
2436,0.00466265
2436.5,0.00198349
2437,0.00154961
2437.5,0.00292364
2438,0.00234721
2438.5,0.00154414
2439,0.00174474
2439.5,0.00275686
2440,0.00247629
2440.5,0.0012374
2441,0.00147426
2441.5,0.00142365
2442,0.00150315
2442.5,0.00110448
2443,0.000876523
2443.5,0.000638781
2444,0.002042
2444.5,0.000497114
2445,0.00350433
2445.5,0.00312814
2446,0.000149566
2446.5,0.00328744
2447,0.00276081
2447.5,0.000937269
2448,0.0031326
2448.5,0.00421281
2449,0.00506328
2449.5,0.000992931
2450,0.00210114
2450.5,0.0023816
2451,0.00132571
2451.5,0.0023726
2452,0.00120987
2452.5,0.00133565
2453,0.00159383
2453.5,0.00158697
2454,0.00064091
2454.5,0.00118744
2455,0.000894081
2455.5,0.000557375
2456,0.000937788
2456.5,0.000794817
2457,0.00302187
2457.5,0.00288047
2458,0.00331072
2458.5,0.00264662
2459,0.00119478
2459.5,0.00147627
2460,0.00156863
2460.5,0.00296206
2461,0.00106639
2461.5,0.0017433
2462,0.00187072
2462.5,0.00148856
2463,0.00133972
2463.5,0.00257737
2464,0.00214297
2464.5,0.00177071
2465,0.000169429
2465.5,0.00146434
2466,0.000799812
2466.5,0.00245342
2467,0.00116401
2467.5,0.00212067
2468,0.000572566
2468.5,0.00260048
2469,0.00119708
2469.5,0.00156788
2470,0.0013323
2470.5,0.00163585
2471,0.00260989
2471.5,0.00088855
2472,0.00220131
2472.5,0.000782726
2473,0.00222898
2473.5,0.00154955
2474,0.00125927
2474.5,0.00167001
2475,0.00177696
2475.5,0.00134732
2476,0.00139533
2476.5,0.00205033
2477,0.00135767
2477.5,0.00179917
2478,0.00162509
2478.5,0.00247059
2479,0.00179997
2479.5,0.00205926
2480,0.000205797
2480.5,0.00197746
2481,0.00142497
2481.5,0.00295836
2482,0.00123704
2482.5,0.00134293
2483,0.00273232
2483.5,0.00157888
2484,0.000647198
2484.5,0.00093996
2485,0.0026534
2485.5,0.000157561
2486,0.00143971
2486.5,0.00145925
2487,0.00116902
2487.5,0.000924956
2488,0.00261156
2488.5,0.00113321
2489,0.00139501
2489.5,0.00205564
2490,0.00153512
2490.5,0.000656014
2491,0.0031662
2491.5,0.00172714
2492,0.00176847
2492.5,0.00147728
2493,0.0014673
2493.5,0.00117047
2494,0.00266759
2494.5,0.00138001
2495,0.00123172
2495.5,0.00115553
2496,0.00275526
2496.5,0.00122793
2497,0.00114366
2497.5,0.00109569
2498,0.00054596
2498.5,0.00112126
2499,0.0010037
2499.5,0.00267919
2500,0.00274476
2500.5,0.000762449
2501,0.00259459
2501.5,0.0013341
2502,0.000340455
2502.5,0.00129825
2503,0.00162847
2503.5,0.00173536
2504,0.00190153
2504.5,0.00149818
2505,0.000574797
2505.5,0.000357828
2506,0.00165984
2506.5,0.0026859
2507,0.00229596
2507.5,0.00109308
2508,0.00211495
2508.5,0.00248054
2509,0.00131738
2509.5,0.00142914
2510,0.00118616
2510.5,0.000915881
2511,0.00194268
2511.5,0.00203232
2512,0.00144963
2512.5,0.0021658
2513,0.000838192
2513.5,0.00109637
2514,0.0015466
2514.5,0.00222206
2515,0.000752634
2515.5,0.00278279
2516,0.000985231
2516.5,0.000386064
2517,0.00110226
2517.5,0.00238915
2518,0.00167658
2518.5,0.00249016
2519,0.00145188
2519.5,0.0014489
2520,0.00152143
2520.5,0.00147514
2521,0.00294755
2521.5,0.00142802
2522,0.00278439
2522.5,0.00367661
2523,0.0012571
2523.5,0.000787068
2524,0.00329441
2524.5,0.00194468
2525,0.000726026
2525.5,0.00101471
2526,0.00123284
2526.5,0.00272055
2527,0.000506722
2527.5,0.00225526
2528,0.00110222
2528.5,0.00274038
2529,0.00242332
2529.5,0.000817623
2530,0.00065294
2530.5,0.000643777
2531,0.000516722
2531.5,0.000831289
2532,0.00216057
2532.5,0.00080053
2533,0.000451849
2533.5,0.00558293
2534,0.000540136
2534.5,0.00252474
2535,0.0019527
2535.5,0.000788012
2536,0.00195701
2536.5,0.00237847
2537,0.00271019
2537.5,0.00178559
2538,0.00189729
2538.5,0.00131966
2539,0.00162015
2539.5,0.00241349
2540,0.00148479
2540.5,0.00264395
2541,0.00308596
2541.5,0.00165297
2542,0.00311179
2542.5,0.000752968
2543,0.00135484
2543.5,0.00186197
2544,0.00087727
2544.5,0.00093305
2545,0.00292488
2545.5,0.00190107
2546,0.00191182
2546.5,0.00124433
2547,0.00155312
2547.5,0.00198001
2548,0.00109071
2548.5,0.00274419
2549,0.00228003
2549.5,0.000884377
2550,0.00113134
2550.5,0.00119867
2551,0.00125892
2551.5,0.00215229
2552,0.00431033
2552.5,0.00060168
2553,0.00201733
2553.5,0.00338392
2554,0.000431396
2554.5,0.00281027
2555,0.00225765
2555.5,0.000592878
2556,0.00252143
2556.5,0.000774435
2557,0.00117189
2557.5,0.00133209
2558,0.00266511
2558.5,0.000807215
2559,0.00101128
2559.5,0.00280087
2560,0.000508322
2560.5,0.00114426
2561,0.00169071
2561.5,0.00162326
2562,0.000835244
2562.5,0.00300317
2563,0.00295334
2563.5,0.00153579
2564,0.00276526
2564.5,0.00571429
2565,0.001844
2565.5,0.00205745
2566,0.00353692
2566.5,0.00114742
2567,0.00182047
2567.5,0.00266603
2568,0.00354821
2568.5,0.00156875
2569,0.000594526
2569.5,0.00274267
2570,0.000369315
2570.5,0.000427938
2571,0.00369718
2571.5,0.000805901
2572,0.00170571
2572.5,0.00292277
2573,0.00373189
2573.5,0.00188823
2574,0.0039358
2574.5,0.000266323
2575,0.00224148
2575.5,0.000862039
2576,0.00144564
2576.5,0.00368395
2577,0.000693553
2577.5,0.00195368
2578,0.0038282
2578.5,0.000770814
2579,0.00215199
2579.5,0.00120616
2580,0.00127735
2580.5,0.00254617
2581,0.00232751
2581.5,0.00158361
2582,0.00069275
2582.5,0.00179912
2583,0.00208382
2583.5,0.00146914
2584,0.000646957
2584.5,0.00209176
2585,0.00264572
2585.5,0.00322784
2586,0.000774916
2586.5,0.00102891
2587,0.00233037
2587.5,0.00255798
2588,0.00079389
2588.5,0.00168921
2589,0.00313343
2589.5,0.00149141
2590,0.00218862
2590.5,0.00184351
2591,0.00216803
2591.5,0.00240506
2592,0.00133381
2592.5,0.00252008
2593,0.0028676
2593.5,0.000988222
2594,0.00501957
2594.5,0.000267623
2595,0.0019179
2595.5,0.0014218
2596,0.000764916
2596.5,0.00163195
2597,0.00123077
2597.5,0.000996806
2598,0.00170961
2598.5,0.00147968
2599,0.00188596
2599.5,0.000934562
2600,0.00291784
2600.5,0.00196487
2601,0.00304943
2601.5,0.00102518
2602,0.00122963
2602.5,0.000862204
2603,0.00246227
2603.5,0.000791586
2604,0.00119151
2604.5,0.00151662
2605,0.00352414
2605.5,0.00186762
2606,0.00412218
2606.5,0.00195723
2607,0.00194366
2607.5,0.000643397
2608,0.00325908
2608.5,0.00374532
2609,0.000586731
2609.5,0.00335235
2610,0.00254286
2610.5,0.000759623
2611,0.00112347
2611.5,0.00219633
2612,0.00396476
2612.5,0.000484866
2613,0.00232157
2613.5,0.000526764
2614,0.00114545
2614.5,0.00178385
2615,0.00232633
2615.5,0.00161212
2616,0.0021017
2616.5,0.00277362
2617,0.0029989
2617.5,0.000975604
2618,0.00155685
2618.5,0.00144575
2619,0.00086697
2619.5,0.00122211
2620,0.00444441
2620.5,0.00138998
2621,0.00240583
2621.5,0.00310638
2622,0.00258609
2622.5,0.00295438
2623,0.00148986
2623.5,0.00250153
2624,0.00199563
2624.5,0.000933957
2625,0.00313569
2625.5,0.00101145
2626,0.00409944
2626.5,0.00175863
2627,0.00173986
2627.5,0.00112684
2628,0.00108846
2628.5,0.00395495
2629,0.000384264
2629.5,0.0012818
2630,0.00130503
2630.5,0.000711275
2631,0.000624107
2631.5,0.00227395
2632,0.00109172
2632.5,0.0013089
2633,0.00122862
2633.5,0.00200539
2634,0.00138141
2634.5,0.00186322
2635,0.00132975
2635.5,0.000905261
2636,0.002251
2636.5,0.00113492
2637,0.00236841
2637.5,0.00173389
2638,0.00083092
2638.5,0.00257087
2639,0.00061899
2639.5,0.00160168
2640,0.00190964
2640.5,0.00036762
2641,0.000468644
2641.5,0.000354326
2642,0.0028565
2642.5,0.00171583
2643,0.00439719
2643.5,0.00135701
2644,0.00184023
2644.5,0.00136707
2645,0.00254877
2645.5,0.00189007
2646,0.0025495
2646.5,0.00159252
2647,0.000905394
2647.5,0.00348739
2648,0.00430853
2648.5,0.000639081
2649,0.00303114
2649.5,0.00151901
2650,0.00222846
2650.5,0.00113108
2651,0.00305201
2651.5,0.00325346
2652,0.00199993
2652.5,0.00264612
2653,0.00309003
2653.5,0.00298686
2654,0.00466452
2654.5,0.00225704
2655,0.00256984
2655.5,0.00177381
2656,0.00124912
2656.5,0.00236752
2657,0.00255054
2657.5,0.000636006
2658,0.00314423
2658.5,0.00575683
2659,0.001794
2659.5,0.00594168
2660,0.00196583
2660.5,0.00483945
2661,0.00446322
2661.5,0.00177457
2662,0.00346221
2662.5,0.00266973
2663,0.00156631
2663.5,0.00423826
2664,0.00100985
2664.5,0.00271554
2665,0.000831952
2665.5,0.00236726
2666,0.00326515
2666.5,0.000690308
2667,0.00544558
2667.5,0.000705866
2668,0.00389941
2668.5,0.00317263
2669,0.00205781
2669.5,0.00528214
2670,0.00448032
2670.5,0.00268003
2671,0.0034562
2671.5,0.00212722
2672,0.00487778
2672.5,0.00443762
2673,0.00108248
2673.5,0.00295888
2674,0.00274692
2674.5,0.00127611
2675,0.000724689
2675.5,0.0011814
2676,0.0017872
2676.5,0.00280377
2677,0.00219791
2677.5,0.00326256
2678,0.00344624
2678.5,0.00142355
2679,0.00376894
2679.5,0.0039105
2680,0.00293037
2680.5,0.00327743
2681,0.00242204
2681.5,0.0037532
2682,0.0024312
2682.5,0.00261044
2683,0.00199486
2683.5,0.00237696
2684,0.00432635
2684.5,0.00524872
2685,0.00267169
2685.5,0.00281514
2686,0.0021958
2686.5,0.00187383
2687,0.00247635
2687.5,0.00130035
2688,0.00126944
2688.5,0.0016688
2689,0.0034255
2689.5,0.00173066
2690,0.000681159
2690.5,0.000781717
2691,0.00305787
2691.5,0.000579678
2692,0.00235717
2692.5,0.00304807
2693,0.000632232
2693.5,0.00097011
2694,0.00083755
2694.5,0.00471848
2695,0.00236978
2695.5,0.00152218
2696,0.00174712
2696.5,0.00272818
2697,0.00125402
2697.5,0.00187241
2698,0.00278834
2698.5,0.0014191
2699,0.00265342
2699.5,0.000726043
2700,0.000609806
2700.5,0.00309704
2701,0.00185508
2701.5,0.000716312
2702,0.000694446
2702.5,0.00234051
2703,0.00307296
2703.5,0.000635039
2704,0.00196457
2704.5,0.00102854
2705,0.00329393
2705.5,0.00170773
2706,0.00109128
2706.5,0.00142403
2707,0.00209763
2707.5,0.00233267
2708,0.000530893
2708.5,0.00143534
2709,0.000745068
2709.5,0.00362283
2710,0.000349324
2710.5,0.00273493
2711,0.0016684
2711.5,0.00213975
2712,0.000638997
2712.5,0.00390715
2713,0.00160761
2713.5,0.000623819
2714,0.00164407
2714.5,0.000991702
2715,0.00151194
2715.5,7.69316e-05
2716,0.000453797
2716.5,0.00335345
2717,0.000441244
2717.5,0.00148348
2718,0.00359693
2718.5,0.00213954
2719,0.00260441
2719.5,0.00164573
2720,0.00110254
2720.5,0.0019155
2721,0.00157733
2721.5,0.00252475
2722,0.00117851
2722.5,0.000359708
2723,0.00315914
2723.5,0.000895169
2724,0.00497932
2724.5,0.0024313
2725,0.00312495
2725.5,0.00132352
2726,0.00271077
2726.5,0.00125359
2727,0.00187715
2727.5,0.00176472
2728,0.0020278
2728.5,0.00291746
2729,0.00264109
2729.5,0.00200161
2730,0.00205794
2730.5,0.00247908
2731,0.000352528
2731.5,0.00129878
2732,0.000753914
2732.5,0.00169719
2733,0.000913325
2733.5,0.0036215
2734,0.00261336
2734.5,0.00137917
2735,0.00315364
2735.5,0.00305114
2736,0.000600684
2736.5,0.00188408
2737,0.00322372
2737.5,0.00285721
2738,0.00449909
2738.5,0.00317871
2739,0.000667014
2739.5,0.000881617
2740,0.00125757
2740.5,0.00173682
2741,0.00353419
2741.5,0.00164345
2742,0.00204359
2742.5,0.00210093
2743,0.00208066
2743.5,0.000848915
2744,0.00335798
2744.5,0.000421213
2745,0.00223286
2745.5,0.000944586
2746,0.00350227
2746.5,0.00401569
2747,0.00250882
2747.5,0.000667492
2748,0.000644972
2748.5,0.00214652
2749,0.00105938
2749.5,0.00258711
2750,0.0018653
2750.5,0.00123481
2751,0.00514157
2751.5,0.00163083
2752,0.00224551
2752.5,0.00372257
2753,0.00112832
2753.5,0.00217809
2754,0.00370924
2754.5,0.00236225
2755,0.00279286
2755.5,0.00105905
2756,0.0030917
2756.5,0.00244767
2757,0.000923254
2757.5,0.00289697
2758,0.00188838
2758.5,0.000855528
2759,0.00239294
2759.5,0.00241336
2760,0.00171175
2760.5,0.00218297
2761,0.00110157
2761.5,0.00273984
2762,0.00253017
2762.5,0.00131656
2763,0.00317033
2763.5,0.00187432
2764,0.00292325
2764.5,0.00132798
2765,0.0013445
2765.5,0.00264086
2766,0.00169682
2766.5,0.000610772
2767,0.00332919
2767.5,0.00122894
2768,0.00101308
2768.5,0.00259763
2769,0.000496063
2769.5,0.00118067
2770,0.00070501
2770.5,0.0026623
2771,0.000971653
2771.5,0.00226602
2772,0.00195972
2772.5,0.00165748
2773,0.00201887
2773.5,0.00145661
2774,0.00128139
2774.5,0.00251322
2775,0.00128161
2775.5,0.00135703
2776,0.00245536
2776.5,0.000931478
2777,0.00158044
2777.5,0.00150306
2778,0.00165781
2778.5,0.0044176
2779,0.00452021
2779.5,0.00076285
2780,0.00228114
2780.5,0.00259563
2781,0.00309613
2781.5,0.00220278
2782,0.00102254
2782.5,0.000289251
2783,0.000357284
2783.5,0.00295318
2784,0.000731448
2784.5,0.00253139
2785,0.000894892
2785.5,0.00184388
2786,0.00134122
2786.5,0.00123887
2787,0.00128224
2787.5,0.00168393
2788,0.00408732
2788.5,0.00238199
2789,0.00168808
2789.5,0.0028662
2790,0.00163091
2790.5,0.00191073
2791,0.00138951
2791.5,0.00211788
2792,0.00361781
2792.5,0.00221403
2793,0.00284905
2793.5,0.00471485
2794,0.00234827
2794.5,0.00112704
2795,0.00336574
2795.5,0.00144503
2796,0.00331945
2796.5,0.00199987
2797,0.0021172
2797.5,0.00229676
2798,0.0025033
2798.5,0.00116442
2799,0.00180557
2799.5,0.000928454
2800,0.00193748
2800.5,0.00207507
2801,0.00150268
2801.5,0.00264798
2802,0.00211765
2802.5,0.00335071
2803,0.00134057
2803.5,0.00264161
2804,0.00310633
2804.5,0.000326354
2805,0.000626832
2805.5,0.00365803
2806,0.00348815
2806.5,0.00448846
2807,0.000225723
2807.5,0.0044696
2808,0.00335795
2808.5,0.000656631
2809,0.00318751
2809.5,0.00110455
2810,0.00238974
2810.5,0.00346939
2811,0.00245024
2811.5,0.00371959
2812,0.00508475
2812.5,0.00526557
2813,0.00322381
2813.5,0.00324033
2814,0.00317911
2814.5,0.00320218
2815,0.00605957
2815.5,0.00119649
2816,0.0037717
2816.5,0.00572733
2817,0.00228097
2817.5,0.00403697
2818,0.0020038
2818.5,0.00259039
2819,0.00328479
2819.5,0.00235439
2820,0.00295791
2820.5,0.00542268
2821,0.00249189
2821.5,0.0042959
2822,0.000285174
2822.5,0.00188582
2823,0.00488309
2823.5,0.00207063
2824,0.00314372
2824.5,0.00297699
2825,0.00686067
2825.5,0.00310024
2826,0.0029005
2826.5,0.00347673
2827,0.00237026
2827.5,0.00289428
2828,0.00237277
2828.5,0.000673775
2829,0.00285112
2829.5,0.00351681
2830,0.00254655
2830.5,0.00499633
2831,0.00222712
2831.5,0.00108424
2832,0.00304649
2832.5,0.000216901
2833,0.00617749
2833.5,0.00388069
2834,0.00137122
2834.5,0.00236471
2835,0.00163631
2835.5,0.00184192
2836,0.00253164
2836.5,0.00472084
2837,0.00148092
2837.5,0.00355336
2838,0.00368024
2838.5,0.00368212
2839,0.00501619
2839.5,0.00118221
2840,0.00286724
2840.5,0.000427947
2841,0.00149842
2841.5,0.001961
2842,0.0025885
2842.5,0.00288095
2843,0.00146092
2843.5,0.0042856
2844,0.00188413
2844.5,0.00239224
2845,0.00428419
2845.5,0.00188333
2846,0.00421848
2846.5,0.0038574
2847,0.00207577
2847.5,0.00246416
2848,0.00148165
2848.5,0.00638087
2849,0.00370002
2849.5,0.00201662
2850,0.00160676
2850.5,0.00413799
2851,0.000904574
2851.5,0.00387669
2852,0.00189934
2852.5,0.00233208
2853,0.00241568
2853.5,0.00168103
2854,0.00255293
2854.5,0.00383781
2855,0.00321044
2855.5,0.00125792
2856,0.00256772
2856.5,0.00298612
2857,0.00408335
2857.5,0.000616362
2858,0.000623893
2858.5,0.00151902
2859,0.00387742
2859.5,0.000912034
2860,0.00370171
2860.5,0.000891318
2861,0.00211177
2861.5,0.00349548
2862,0.000791914
2862.5,0.00290656
2863,0.00366394
2863.5,0.00264628
2864,0.00223871
2864.5,0.00277131
2865,0.00170857
2865.5,0.00210617
2866,0.00383243
2866.5,0.00187555
2867,0.00179694
2867.5,0.003424
2868,0.00133344
2868.5,0.00152571
2869,0.000546207
2869.5,0.00138074
2870,0.000668486
2870.5,0.00249949
2871,0.00153775
2871.5,0.00187996
2872,0.000567566
2872.5,0.00180155
2873,0.00141054
2873.5,0.0022025
2874,0.00168442
2874.5,0.00069993
2875,0.00227047
2875.5,0.00235564
2876,0.00140048
2876.5,0.00294055
2877,0.00403716
2877.5,0.00304512
2878,0.00352151
2878.5,0.000530343
2879,0.00123707
2879.5,0.000651715
2880,0.00215524
2880.5,0.000242084
2881,0.00240872
2881.5,0.00254244
2882,0.00185676
2882.5,0.000443224
2883,0.00179081
2883.5,0.00112591
2884,0.00140164
2884.5,0.00119356
2885,0.00252861
2885.5,0.00202473
2886,0.00143877
2886.5,0.00289936
2887,0.00175358
2887.5,0.0018724
2888,0.00207989
2888.5,0.00338787
2889,0.000884723
2889.5,0.00286826
2890,0.0024821
2890.5,0.00245815
2891,0.00183663
2891.5,0.00190862
2892,0.00167043
2892.5,0.00128021
2893,0.00255319
2893.5,0.00146463
2894,0.00233784
2894.5,0.00047957
2895,0.000865741
2895.5,0.000687516
2896,0.00088969
2896.5,0.000922032
2897,0.00100747
2897.5,0.00220403
2898,0.00209902
2898.5,0.000446109
2899,0.00145427
2899.5,0.00258789
2900,0.00102216
2900.5,0.0016335
2901,0.00234001
2901.5,0.00237231
2902,0.000809747
2902.5,0.00145638
2903,0.00168446
2903.5,0.0020947
2904,0.0019683
2904.5,0.00191474
2905,0.0020349
2905.5,0.000495732
2906,0.00150382
2906.5,0.000420537
2907,0.000659497
2907.5,0.00138061
2908,0.000268478
2908.5,0.00220932
2909,0.00225121
2909.5,0.00127552
2910,0.00113668
2910.5,0.00102039
2911,0.00074056
2911.5,0.00187424
2912,0.00110171
2912.5,0.00155821
2913,0.000889615
2913.5,0.00119147
2914,0.00123797
2914.5,0.000823221
2915,0.00212222
2915.5,0.00130957
2916,0.00126892
2916.5,0.00116555
2917,0.00209391
2917.5,0.000575333
2918,0.000927843
2918.5,0.00285125
2919,0.00123131
2919.5,0.00295826
2920,0.00163581
2920.5,0.000996596
2921,0.00164701
2921.5,0.00144603
2922,0.00234535
2922.5,0.00270618
2923,0.00226934
2923.5,0.00189968
2924,0.0018737
2924.5,0.00142365
2925,0.00302133
2925.5,0.00121306
2926,0.00131016
2926.5,0.00178423
2927,0.000553045
2927.5,0.00253274
2928,0.00222266
2928.5,0.000527864
2929,0.001176
2929.5,0.00174955
2930,0.00214377
2930.5,0.00243304
2931,0.001389
2931.5,0.00115341
2932,0.000679327
2932.5,0.00139193
2933,0.00202577
2933.5,0.00137026
2934,0.000734577
2934.5,0.00189908
2935,0.000970412
2935.5,0.00152175
2936,0.000245806
2936.5,0.00178093
2937,0.000865065
2937.5,0.000997754
2938,0.000896025
2938.5,0.00194307
2939,0.00251314
2939.5,0.0020357
2940,0.00245879
2940.5,0.00117698
2941,0.000862365
2941.5,0.000891226
2942,0.00103379
2942.5,0.00218071
2943,0.00080449
2943.5,0.00232837
2944,0.000883084
2944.5,0.00106845
2945,0.00113569
2945.5,0.00210933
2946,0.00150937
2946.5,0.000305296
2947,0.000902125
2947.5,0.00128231
2948,0.00138546
2948.5,0.00105528
2949,0.000662514
2949.5,0.00060221
2950,0.000511304
2950.5,0.00161761
2951,0.00123363
2951.5,0.000688323
2952,0.000490236
2952.5,0.00156674
2953,0.00069234
2953.5,0.000436316
2954,0.000704729
2954.5,0.00203869
2955,0.000613435
2955.5,0.00143803
2956,0.000576223
2956.5,0.000434453
2957,0.000862785
2957.5,5.27252e-05
2958,0.00115355
2958.5,0.00132763
2959,0.00143761
2959.5,0.00117518
2960,0.00138857
2960.5,0.00116938
2961,0.00204344
2961.5,0.00137833
2962,0.000202269
2962.5,0.00134435
2963,0.00166548
2963.5,0.00281144
2964,0.00189759
2964.5,0.00122086
2965,0.000372551
2965.5,0.000640848
2966,0.00141581
2966.5,0.000367777
2967,0.00142824
2967.5,0.0017622
2968,0.00282671
2968.5,0.00307165
2969,0.00149764
2969.5,0.0020574
2970,0.000490626
2970.5,0.000488359
2971,0.00161279
2971.5,0.00122934
2972,0.00193041
2972.5,0.00144176
2973,0.00193943
2973.5,0.00209514
2974,0.000776828
2974.5,0.000470176
2975,0.00182262
2975.5,0.00143333
2976,0.00175016
2976.5,0.0015331
2977,0.0016263
2977.5,0.00196877
2978,0.00139019
2978.5,0.00227312
2979,0.00227711
2979.5,0.00241726
2980,0.00130195
2980.5,0.00187407
2981,0.000840664
2981.5,0.000719594
2982,0.000667729
2982.5,0.00204702
2983,0.00273834
2983.5,0.00189437
2984,0.000478804
2984.5,0.00174708
2985,0.00173626
2985.5,0.00177233
2986,0.00229424
2986.5,0.00112993
2987,0.00122808
2987.5,0.00143265
2988,0.00171424
2988.5,0.00156596
2989,0.00120575
2989.5,0.00119995
2990,0.00223768
2990.5,0.00229111
2991,0.00217947
2991.5,0.00158384
2992,0.00103103
2992.5,0.00190819
2993,6.61359e-05
2993.5,0.00226826
