20000,9
1,4.09546e-05
2,4.16466e-05
3,1.15502e-05
4,1.20471e-05
5,8.67388e-05
6,3.7728e-05
7,2.98499e-05
8,8.10429e-06
9,2.31015e-05
10,0.000152242
11,2.36696e-05
12,2.7083e-05
13,3.35039e-05
14,1.8637e-05
15,6.59012e-05
16,1.7869e-05
17,1.36166e-05
18,1.86422e-05
19,2.6064e-05
20,0.000110891
21,1.29347e-05
22,3.0617e-05
23,1.43618e-05
24,2.01061e-05
25,7.97221e-06
26,2.5812e-05
27,4.13307e-05
28,6.29604e-05
29,1.56928e-05
30,0.000222219
31,0.000105322
32,0.000128731
33,0.000252285
34,0.000165758
35,0.000196138
36,0.000204813
37,0.00015041
38,7.62292e-05
39,0.000131981
40,0.000704383
41,0.000382739
42,0.000483527
43,0.000581313
44,0.000575705
45,0.000650609
46,0.00041618
47,0.000737152
48,0.000626045
49,0.00177552
50,0.00485015
51,0.00170994
52,0.00511876
53,0.00357281
54,0.00339058
55,0.00212325
56,0.000524688
57,0.000583253
58,0.000807718
59,0.00155639
60,0.004668
61,0.00169085
62,0.00347596
63,0.00211763
64,0.00201661
65,0.00181963
66,0.00124488
67,0.000791143
68,0.000768954
69,0.00136104
70,0.0022318
71,0.00113833
72,0.00212835
73,0.00177745
74,0.00103604
75,0.00135207
76,0.0014788
77,0.000710835
78,0.000581589
79,0.00121872
80,0.00184851
81,0.000522417
82,0.0034894
83,0.00233728
84,0.00178714
85,0.00152143
86,0.00137086
87,0.00215923
88,0.00221128
89,0.00167665
90,0.00105093
91,0.00153587
92,0.00132043
93,0.00146016
94,0.000844673
95,0.00126068
96,0.00155185
97,0.0017801
98,0.00267186
99,0.00134528
100,0.000874918
101,0.000768677
102,0.00151248
103,0.00227353
104,0.000946035
105,0.000982376
106,0.0023815
107,0.000458408
108,0.00132644
109,0.000770426
110,0.00102407
111,0.000832726
112,0.00120469
113,0.000332935
114,0.00161188
115,0.000807851
116,0.00126838
117,0.000217732
118,0.00032219
119,0.00124127
120,0.000310702
121,0.000896936
122,0.00066216
123,0.00095061
124,0.0029777
125,0.00242019
126,0.00140618
127,0.00115843
128,0.00125294
129,0.000905047
130,0.00081682
131,0.000572758
132,0.000406338
133,0.000495789
134,0.00144715
135,0.00194119
136,0.00150329
137,0.000913063
138,0.00143668
139,0.00065265
140,0.00116972
141,8.94427e-05
142,0.000341414
143,0.000525742
144,0.0011552
145,0.000821575
146,0.00137487
147,0.000713632
148,0.00104232
149,0.000611445
150,0.000822853
151,0.00015092
152,0.000137837
153,0.000576958
154,0.000631796
155,0.000340888
156,0.00077325
157,0.000770998
158,0.000995445
159,0.000461182
160,0.000350471
161,0.00038958
162,0.000401517
163,0.00038693
164,0.000483942
165,0.000265195
166,0.000827504
167,0.0011837
168,0.000901886
